==14071== NVPROF is profiling process 14071, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14071== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==14071== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
512.32ms  9.1980us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
512.33ms     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
512.33ms  7.4660us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
512.34ms     992ns                    -               -         -         -         -        8B  7.6909MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
512.34ms  3.5040us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
512.35ms  5.2840us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(float const *, unsigned char, float*) [189])
512.35ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
512.35ms     240ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
512.35ms  3.8100ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
512.35ms  3.8045ms           (1024 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(float const *, unsigned char, float*) [189]
516.16ms  4.5780us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, float*, unsigned long*) [192])
516.17ms     222ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
516.17ms  725.42us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
516.17ms  719.84us           (1024 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, float*, unsigned long*) [192]
516.89ms  8.4600us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
516.90ms     704ns                    -               -         -         -         -        4B  5.4186MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
516.90ms  7.0940us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
516.91ms     800ns                    -               -         -         -         -        8B  9.5367MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
516.91ms  3.4680us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
