==15735== NVPROF is profiling process 15735, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==15735== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==15735== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
513.82ms  6.4410us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
513.82ms  15.947us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
513.83ms     705ns                    -               -         -         -         -        4B  5.4109MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
513.84ms  11.869us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
513.85ms     673ns                    -               -         -         -         -        8B  11.336MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
513.85ms  10.216us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
513.86ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
513.87ms  10.847us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(unsigned char, float*, unsigned long*) [170])
513.88ms  2.7480ms              (4 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(unsigned char, float*, unsigned long*) [170]
513.88ms     504ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
513.88ms  2.7529ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
516.63ms  10.546us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [173])
516.64ms  5.7280us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [173]
516.64ms     460ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
516.64ms  6.4860us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
516.65ms  15.882us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
516.66ms     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
516.67ms  11.944us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
516.67ms     704ns                    -               -         -         -         -        8B  10.837MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
516.68ms  9.9680us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
516.69ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
516.69ms  10.820us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(unsigned char, float*, unsigned long*) [179])
516.70ms  2.7483ms              (4 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(unsigned char, float*, unsigned long*) [179]
516.70ms     444ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
516.70ms  2.7535ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
519.46ms  9.8360us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [182])
519.47ms  5.7600us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [182]
519.47ms     432ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
519.47ms  6.4970us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
519.48ms  15.653us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
519.49ms     672ns                    -               -         -         -         -        4B  5.6766MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
519.49ms  12.253us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
519.50ms     672ns                    -               -         -         -         -        8B  11.353MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
519.51ms  11.183us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
519.52ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
519.52ms  10.895us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL(unsigned char, float*, unsigned long*) [188])
519.53ms  2.7479ms              (4 1 1)      (1024 1 1)        24        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL(unsigned char, float*, unsigned long*) [188]
519.53ms     456ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
519.53ms  2.7531ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
522.29ms  9.9180us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*, float*, unsigned long*) [191])
522.30ms  5.6960us              (4 1 1)      (1024 1 1)        12  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*, float*, unsigned long*) [191]
