==16103== NVPROF is profiling process 16103, command: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==16103== Profiling application: ./exe -mN 20 -MN 20 -mM 3 -MM 3 -a 1000 -i 1 -PCRq 0.3,2,1,2 -c -ml 0 -mu 0.1 -l -r 0.1 -f
==16103== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput  SrcMemType  DstMemType           Device   Context    Stream  Name
528.70ms     736ns                    -               -         -         -         -        8B  10.366MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
528.70ms  8.6280us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
528.71ms  7.8340us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [174])
528.71ms     287ns                    -               -         -         -         -      840B  2.7258GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
528.72ms     216ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
528.72ms  2.6571ms          (32768 1 1)        (32 1 1)        26        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [174]
528.72ms  2.6655ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
531.39ms  13.133us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [177])
531.40ms  260.00us           (1024 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [177]
531.40ms     293ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
531.40ms  264.10us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
531.67ms  4.8470us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [180])
531.67ms     206ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
531.67ms  4.7120us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
531.67ms  3.2960us              (1 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [180]
531.68ms     192ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
531.68ms  1.2580us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
531.68ms  14.644us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
531.69ms     800ns                    -               -         -         -         -        4B  4.7684MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
531.69ms  8.1330us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
531.70ms     672ns                    -               -         -         -         -        8B  11.353MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
531.71ms  6.7300us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
531.71ms  6.0100us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [188])
531.71ms     288ns                    -               -         -         -         -      840B  2.7164GB/s    Pageable      Device  NVIDIA GeForce          1         7  [CUDA memcpy HtoD]
531.72ms     257ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
531.72ms  2.6579ms          (32768 1 1)        (32 1 1)        26        0B        0B         -           -           -           -  NVIDIA GeForce          1         7  brute_force_AL_coarsening(unsigned char, unsigned int, float*, unsigned long*) [188]
531.72ms  2.6637ms                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
534.38ms  7.9560us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [191])
534.39ms     184ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
534.39ms  266.03us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
534.39ms  260.83us           (1024 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [191]
534.66ms  3.9590us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaLaunchKernel (reduce_argmin(float*, unsigned long*) [194])
534.66ms     183ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
534.66ms  4.8360us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
534.66ms  3.2640us              (1 1 1)      (1024 1 1)        10  12.000KB        0B         -           -           -           -  NVIDIA GeForce          1         7  reduce_argmin(float*, unsigned long*) [194]
534.67ms     162ns                    -               -         -         -         -         -           -           -           -                -         -         -  cudaGetLastError
534.67ms  1.0060us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaDeviceSynchronize
534.67ms  10.254us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
534.68ms     800ns                    -               -         -         -         -        4B  4.7684MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
534.68ms  7.4070us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpy
534.68ms     704ns                    -               -         -         -         -        8B  10.837MB/s      Device    Pageable  NVIDIA GeForce          1         7  [CUDA memcpy DtoH]
534.69ms  5.0140us                    -               -         -         -         -         -           -           -           -                -         -         -  cudaMemcpyToSymbol
